ECS_Version,Indexed,Field_Set,Field,Type,Level,Normalization,Example,Description
8.7.0,true,base,@timestamp,date,core,,2016-05-23T08:05:34.853Z,Date/time when the event originated.
8.7.0,true,base,labels,object,core,,"{""application"": ""foo-bar"", ""env"": ""production""}",Custom key/value pairs.
8.7.0,true,base,message,match_only_text,core,,Hello World,Log message optimized for viewing in a log viewer.
8.7.0,true,base,tags,keyword,core,array,"[""production"", ""env2""]",List of keywords used to tag each event.
8.7.0,true,agent,agent.build.original,keyword,core,,"metricbeat version 7.6.0 (amd64), libbeat 7.6.0 [6a23e8f8f30f5001ba344e4e54d8d9cb82cb107c built 2020-02-05 23:10:10 +0000 UTC]",Extended build information for the agent.
8.7.0,true,agent,agent.ephemeral_id,keyword,extended,,8a4f500f,Ephemeral identifier of this agent.
8.7.0,true,agent,agent.hostname,keyword,extended,,,Agent's hostname.
8.7.0,true,agent,agent.id,keyword,core,,8a4f500d,Unique identifier of this agent.
8.7.0,true,agent,agent.name,keyword,core,,foo,Custom name of the agent.
8.7.0,true,agent,agent.type,keyword,core,,filebeat,Type of the agent.
8.7.0,true,agent,agent.version,keyword,core,,6.0.0-rc2,Version of the agent.
8.7.0,true,arcsight,arcsight.category.behavior,keyword,extended,,,Behavior category
8.7.0,true,arcsight,arcsight.category.device.group,keyword,extended,,,Event's device group
8.7.0,true,arcsight,arcsight.category.device.type,keyword,extended,,,Event's device type
8.7.0,true,arcsight,arcsight.category.object,keyword,extended,,,Event's object category
8.7.0,true,arcsight,arcsight.category.outcome,keyword,extended,,,Event's outcome
8.7.0,true,arcsight,arcsight.category.significance,keyword,extended,,,Event's significance
8.7.0,true,arcsight,arcsight.category.technique,keyword,extended,,,Event's technique
8.7.0,true,arcsight,arcsight.classid,keyword,extended,,,Event's Classification ID
8.7.0,true,auditd,auditd.log.a0,keyword,extended,,,The first argument to the system call
8.7.0,true,auditd,auditd.log.addr,ip,extended,,,ip
8.7.0,true,auditd,auditd.log.audit_failure,keyword,extended,,,audit_failure
8.7.0,true,auditd,auditd.log.cipher,keyword,extended,,,cipher
8.7.0,true,auditd,auditd.log.data,keyword,extended,,,data
8.7.0,true,auditd,auditd.log.default-context,keyword,extended,,,default-context
8.7.0,true,auditd,auditd.log.dev,keyword,extended,,,dev
8.7.0,true,auditd,auditd.log.direction,keyword,extended,,,direction
8.7.0,true,auditd,auditd.log.dst_prefixlen,long,extended,,,dst_prefixlen
8.7.0,true,auditd,auditd.log.entries,long,extended,,,entries
8.7.0,true,auditd,auditd.log.family,keyword,extended,,,family
8.7.0,true,auditd,auditd.log.fe,keyword,extended,,,fe
8.7.0,true,auditd,auditd.log.fi,keyword,extended,,,fi
8.7.0,true,auditd,auditd.log.format,keyword,extended,,,format
8.7.0,true,auditd,auditd.log.fp,keyword,extended,,,fp
8.7.0,true,auditd,auditd.log.fver,keyword,extended,,,fver
8.7.0,true,auditd,auditd.log.gpg_res,keyword,extended,,,gpg_res
8.7.0,true,auditd,auditd.log.hostname,keyword,extended,,,hostname
8.7.0,true,auditd,auditd.log.id,keyword,extended,,,id
8.7.0,true,auditd,auditd.log.img-ctx,keyword,extended,,,img-ctx
8.7.0,true,auditd,auditd.log.inode,keyword,extended,,,inode
8.7.0,true,auditd,auditd.log.ip,keyword,extended,,,instruction pointer
8.7.0,true,auditd,auditd.log.item,keyword,extended,,,index of item
8.7.0,true,auditd,auditd.log.items,keyword,extended,,,The number of items in an event.
8.7.0,true,auditd,auditd.log.kernel,keyword,extended,,,kernel
8.7.0,true,auditd,auditd.log.key_enforce,boolean,extended,,,key_enforce
8.7.0,true,auditd,auditd.log.kind,keyword,extended,,,kind
8.7.0,true,auditd,auditd.log.ksize,long,extended,,,ksize
8.7.0,true,auditd,auditd.log.laddr,ip,extended,,,laddr
8.7.0,true,auditd,auditd.log.list,keyword,extended,,,list
8.7.0,true,auditd,auditd.log.lport,long,extended,,,lport
8.7.0,true,auditd,auditd.log.major,keyword,extended,,,major
8.7.0,true,auditd,auditd.log.minor,keyword,extended,,,minor
8.7.0,true,auditd,auditd.log.mode,keyword,extended,,,mode
8.7.0,true,auditd,auditd.log.model,keyword,extended,,,model
8.7.0,true,auditd,auditd.log.name,keyword,extended,,,name
8.7.0,true,auditd,auditd.log.new-level,keyword,extended,,,new-level
8.7.0,true,auditd,auditd.log.new_auid,keyword,extended,,,new audit id
8.7.0,true,auditd,auditd.log.new_pe,keyword,extended,,,new_pe
8.7.0,true,auditd,auditd.log.new_pi,keyword,extended,,,new_pi
8.7.0,true,auditd,auditd.log.new_pp,keyword,extended,,,new_pp
8.7.0,true,auditd,auditd.log.new_ses,keyword,extended,,,For login events this is the new session ID. It can be used to tie a user to future events by session ID.
8.7.0,true,auditd,auditd.log.node,keyword,extended,,,node
8.7.0,true,auditd,auditd.log.obj,keyword,extended,,,obj
8.7.0,true,auditd,auditd.log.objtype,keyword,extended,,,objtype
8.7.0,true,auditd,auditd.log.old,keyword,extended,,,old
8.7.0,true,auditd,auditd.log.old-level,keyword,extended,,,old-level
8.7.0,true,auditd,auditd.log.old_auid,keyword,extended,,,For login events this is the old audit ID used for the user prior to this login.
8.7.0,true,auditd,auditd.log.old_pe,keyword,extended,,,old_pe
8.7.0,true,auditd,auditd.log.old_pi,keyword,extended,,,old_pi
8.7.0,true,auditd,auditd.log.old_pp,keyword,extended,,,old_pp
8.7.0,true,auditd,auditd.log.old_ses,keyword,extended,,,For login events this is the old session ID used for the user prior to this login.
8.7.0,true,auditd,auditd.log.op,keyword,extended,,,op
8.7.0,true,auditd,auditd.log.pfs,keyword,extended,,,pfs
8.7.0,true,auditd,auditd.log.proctitle,keyword,extended,,,proctitle
8.7.0,true,auditd,auditd.log.rdev,keyword,extended,,,rdev
8.7.0,true,auditd,auditd.log.reason,keyword,extended,,,reason
8.7.0,true,auditd,auditd.log.record_type,keyword,extended,,,record_type
8.7.0,true,auditd,auditd.log.reset,keyword,extended,,,reset
8.7.0,true,auditd,auditd.log.root_dir,keyword,extended,,,root_dir
8.7.0,true,auditd,auditd.log.rport,long,extended,,,rport
8.7.0,true,auditd,auditd.log.saddr,keyword,extended,,,saddr
8.7.0,true,auditd,auditd.log.selected-context,keyword,extended,,,selected-context
8.7.0,true,auditd,auditd.log.sequence,long,extended,,,The audit event sequence number.
8.7.0,true,auditd,auditd.log.ses,keyword,extended,,,ses
8.7.0,true,auditd,auditd.log.spid,keyword,extended,,,spid
8.7.0,true,auditd,auditd.log.src_prefixlen,long,extended,,,src_prefixlen
8.7.0,true,auditd,auditd.log.subj,keyword,extended,,,subj
8.7.0,true,auditd,auditd.log.success,boolean,extended,,,success
8.7.0,true,auditd,auditd.log.sw,keyword,extended,,,sw
8.7.0,true,auditd,auditd.log.sw_type,keyword,extended,,,sw_type
8.7.0,true,auditd,auditd.log.syscall,keyword,extended,,,syscall
8.7.0,true,auditd,auditd.log.table,keyword,extended,,,table
8.7.0,true,auditd,auditd.log.tty,keyword,extended,,,tty
8.7.0,true,auditd,auditd.log.uid,keyword,extended,,,uid
8.7.0,true,auditd,auditd.log.unit,keyword,extended,,,unit
8.7.0,true,auditd,auditd.log.uuid,keyword,extended,,,uuid
8.7.0,true,auditd,auditd.log.ver,keyword,extended,,,ver
8.7.0,true,auditd,auditd.log.virt,keyword,extended,,,virt
8.7.0,true,auditd,auditd.log.vm,keyword,extended,,,vm
8.7.0,true,auditd,auditd.log.vm-ctx,keyword,extended,,,vm-ctx
8.7.0,true,aws,aws.cloudwatch.log.group,keyword,extended,,,The CloudWatch LogGroup
8.7.0,true,aws,aws.cloudwatch.log.message_type,keyword,extended,,,CloudWatch MessageType
8.7.0,true,aws,aws.cloudwatch.log.stream,keyword,extended,,,The CloudWatch LogStream
8.7.0,true,aws,aws.cloudwatch.log.subscription_filters,keyword,extended,,,The name of the Subscription Filter used to send CloudWatch Logs to Security
8.7.0,true,aws,aws.lambda.action,keyword,extended,,,"lambda action (START, REPORT, ...)"
8.7.0,true,aws,aws.lambda.duration.billed,double,extended,,,Billed duration (ms) for a lambda invocation
8.7.0,true,aws,aws.lambda.duration.init,double,extended,,,Init duration (ms) for a lambda invocation
8.7.0,true,aws,aws.lambda.duration.run,double,extended,,,running duration (ms) for a lambda invocation
8.7.0,true,aws,aws.lambda.memory.size,unsigned_long,extended,,,Size (MB) of memory allocated to a lambda invocation
8.7.0,true,aws,aws.lambda.memory.used,unsigned_long,extended,,,Actual amount (MB) of memory used by lambda invocation
8.7.0,true,aws,aws.lambda.requestid,keyword,extended,,,Lambda request id
8.7.0,true,aws,aws.lambda.version,keyword,extended,,,Lambda function version
8.7.0,true,aws,aws.s3.bucket.arn,keyword,extended,,,The ARN of the S3 Bucket
8.7.0,true,aws,aws.s3.bucket.name,keyword,extended,,,The S3 Bucket Name
8.7.0,true,aws,aws.s3.object.key,keyword,extended,,,The S3 Object Key
8.7.0,true,aws,aws.waf.arn,keyword,extended,,,AWS ARN of ACL
8.7.0,true,aws,aws.waf.id,keyword,extended,,,ID of ACL
8.7.0,true,aws,aws.waf.non_terminating_matching_rules,nested,extended,,,The list of non-terminating rules in the rule group that match the request
8.7.0,true,aws,aws.waf.rate_based_rule_list,nested,extended,,,The list of rate-based rules that acted on the request.
8.7.0,true,aws,aws.waf.request.headers,flattened,extended,,,List of request headers
8.7.0,true,aws,aws.waf.rule_group_list,nested,extended,,,The list of rule groups that acted on this request.
8.7.0,true,aws,aws.waf.source.id,keyword,extended,,,The source ID. This field shows the ID of the associated resource.
8.7.0,true,aws,aws.waf.source.name,keyword,extended,,,The source of the request
8.7.0,true,aws,aws.waf.terminating_rule_match_details,nested,extended,,,Detailed information about the terminating rule that matched the request
8.7.0,true,beyondtrust,beyondtrust.api,keyword,extended,,,
8.7.0,true,beyondtrust,beyondtrust.auth_method,keyword,extended,,,
8.7.0,true,beyondtrust,beyondtrust.beyondtrust.old_permissions.jump_item_role.teams.id,keyword,extended,,,
8.7.0,true,beyondtrust,beyondtrust.end_time,keyword,extended,,,
8.7.0,true,beyondtrust,beyondtrust.end_timestamp,keyword,extended,,,
8.7.0,true,beyondtrust,beyondtrust.event,keyword,extended,,,
8.7.0,true,beyondtrust,beyondtrust.group_by,keyword,extended,,,
8.7.0,true,beyondtrust,beyondtrust.new_account.disabled,keyword,extended,,,
8.7.0,true,beyondtrust,beyondtrust.new_account.email.address,keyword,extended,,,
8.7.0,true,beyondtrust,beyondtrust.old_account.created,keyword,extended,,,
8.7.0,true,beyondtrust,beyondtrust.old_account.disabled,keyword,extended,,,
8.7.0,true,beyondtrust,beyondtrust.old_account.email.locale,keyword,extended,,,
8.7.0,true,beyondtrust,beyondtrust.old_account.expiration,keyword,extended,,,
8.7.0,true,beyondtrust,beyondtrust.old_account.failed_logins,long,extended,,,
8.7.0,true,beyondtrust,beyondtrust.old_account.will_expire,keyword,extended,,,
8.7.0,true,beyondtrust,beyondtrust.old_display_number,keyword,extended,,,
8.7.0,true,beyondtrust,beyondtrust.old_id,keyword,extended,,,
8.7.0,true,beyondtrust,beyondtrust.old_license_pool.id,keyword,extended,,,
8.7.0,true,beyondtrust,beyondtrust.old_license_pool.name,keyword,extended,,,
8.7.0,true,beyondtrust,beyondtrust.old_login_code.enabled,keyword,extended,,,
8.7.0,true,beyondtrust,beyondtrust.old_login_schedule.enabled,keyword,extended,,,
8.7.0,true,beyondtrust,beyondtrust.old_login_schedule.force_logout,keyword,extended,,,
8.7.0,true,beyondtrust,beyondtrust.old_login_schedule.timezone,keyword,extended,,,
8.7.0,true,beyondtrust,beyondtrust.old_permissions.jump_item_role.default.id,keyword,extended,,,
8.7.0,true,beyondtrust,beyondtrust.old_permissions.jump_item_role.default.name,keyword,extended,,,
8.7.0,true,beyondtrust,beyondtrust.old_permissions.jump_item_role.teams.name,keyword,extended,,,
8.7.0,true,beyondtrust,beyondtrust.old_provider.id,keyword,extended,,,
8.7.0,true,beyondtrust,beyondtrust.old_provider.name,keyword,extended,,,
8.7.0,true,beyondtrust,beyondtrust.old_two_factor_auth.required,keyword,extended,,,
8.7.0,true,beyondtrust,beyondtrust.old_username,keyword,extended,,,
8.7.0,true,beyondtrust,beyondtrust.only_completed,keyword,extended,,,
8.7.0,true,beyondtrust,beyondtrust.outcome,keyword,extended,,,
8.7.0,true,beyondtrust,beyondtrust.reason,keyword,extended,,,
8.7.0,true,beyondtrust,beyondtrust.row_count,long,extended,,,
8.7.0,true,beyondtrust,beyondtrust.row_start,long,extended,,,
8.7.0,true,beyondtrust,beyondtrust.segment.id,keyword,extended,,,
8.7.0,true,beyondtrust,beyondtrust.segment.total,keyword,extended,,,
8.7.0,true,beyondtrust,beyondtrust.site,keyword,extended,,,
8.7.0,true,beyondtrust,beyondtrust.site_id,keyword,extended,,,
8.7.0,true,beyondtrust,beyondtrust.site_name,keyword,extended,,,
8.7.0,true,beyondtrust,beyondtrust.start_time,keyword,extended,,,
8.7.0,true,beyondtrust,beyondtrust.start_timestamp,keyword,extended,,,
8.7.0,true,beyondtrust,beyondtrust.status,keyword,extended,,,
8.7.0,true,beyondtrust,beyondtrust.target,keyword,extended,,,
8.7.0,true,beyondtrust,beyondtrust.when,long,extended,,,
8.7.0,true,beyondtrust,beyondtrust.who,keyword,extended,,,
8.7.0,true,beyondtrust,beyondtrust.who_ip,keyword,extended,,,
8.7.0,true,bpr,bpr.calnet_id,keyword,extended,,,Calnet ID
8.7.0,true,bpr,bpr.description,keyword,extended,,,description
8.7.0,true,bpr,bpr.for_uid,keyword,extended,,,for_uid
8.7.0,true,bpr,bpr.for_username,keyword,extended,,,for_username
8.7.0,true,bpr,bpr.found_and_deleted,keyword,extended,,,Calnet ID
8.7.0,true,bpr,bpr.identifier,keyword,extended,,,Calnet ID
8.7.0,true,bpr,bpr.identifier_type,keyword,extended,,,Calnet ID
8.7.0,true,bpr,bpr.logged_in_uid,keyword,extended,,,Calnet ID
8.7.0,true,bpr,bpr.logged_in_username,keyword,extended,,,Calnet ID
8.7.0,true,bpr,bpr.new_calnet_id,keyword,extended,,,Calnet ID
8.7.0,true,bpr,bpr.new_email_address,keyword,extended,,,Calnet ID
8.7.0,true,bpr,bpr.new_recovery_email_address,keyword,extended,,,Calnet ID
8.7.0,true,bpr,bpr.old_calnet_id,keyword,extended,,,Calnet ID
8.7.0,true,bpr,bpr.old_recovery_email_address,keyword,extended,,,Calnet ID
8.7.0,true,bpr,bpr.recovery_email_address,keyword,extended,,,Calnet ID
8.7.0,true,bpr,bpr.registration_source,keyword,extended,,,Calnet ID
8.7.0,true,bpr,bpr.send_upstream_message,keyword,extended,,,Calnet ID
8.7.0,true,bpr,bpr.send_user_message,keyword,extended,,,Calnet ID
8.7.0,true,bpr,bpr.track_status_type,keyword,extended,,,Calnet ID
8.7.0,true,cas,cas.application,keyword,extended,,,Application requesting CAS authentication
8.7.0,true,cas,cas.id,keyword,extended,,,Applicaion's CAS ID
8.7.0,true,cas,cas.provider,keyword,extended,,,Application's CAS provider
8.7.0,true,cisco_duo,cisco_duo.admin.action,keyword,extended,,,The type of change that was performed
8.7.0,true,cisco_duo,cisco_duo.admin.action_performed_on,keyword,extended,,,The object that was acted on.
8.7.0,true,cisco_duo,cisco_duo.admin.user.name,keyword,extended,,,The full name of the administrator who performed the action in the Duo Admin Panel.
8.7.0,true,cisco_duo,cisco_duo.auth.access_device.flash_version,keyword,extended,,,"The Flash plugin version used, if present."
8.7.0,true,cisco_duo,cisco_duo.auth.access_device.hostname,keyword,extended,,,"The hostname, if present."
8.7.0,true,cisco_duo,cisco_duo.auth.access_device.ip,ip,extended,,,The access device's IP address.
8.7.0,true,cisco_duo,cisco_duo.auth.access_device.is_encryption_enabled,keyword,extended,,,Reports the disk encryption state as detected by the Duo Device Health app.
8.7.0,true,cisco_duo,cisco_duo.auth.access_device.is_firewall_enabled,keyword,extended,,,Reports the firewall state as detected by the Duo Device Health app.
8.7.0,true,cisco_duo,cisco_duo.auth.access_device.is_password_set,keyword,extended,,,Reports the system password state as detected by the Duo Device Health app
8.7.0,true,cisco_duo,cisco_duo.auth.access_device.java_version,keyword,extended,,,The Java plugin version used.
8.7.0,true,cisco_duo,cisco_duo.auth.access_device.location.city,keyword,extended,,,The city name of the access device using geoip location.
8.7.0,true,cisco_duo,cisco_duo.auth.access_device.location.country,keyword,extended,,,The country of the access device using geoip location.
8.7.0,true,cisco_duo,cisco_duo.auth.access_device.location.state,keyword,extended,,,The state name of the access device using geoip location.
8.7.0,true,cisco_duo,cisco_duo.auth.access_device.security_agents,keyword,extended,,,Reports the security agents present on the endpoint as detected by the Duo Device Health app.
8.7.0,true,cisco_duo,cisco_duo.auth.alias,keyword,extended,,,The username alias used to log in.
8.7.0,true,cisco_duo,cisco_duo.auth.application.key,keyword,extended,,,The application's integration_key.
8.7.0,true,cisco_duo,cisco_duo.auth.application.name,keyword,extended,,,The application's name.
8.7.0,true,cisco_duo,cisco_duo.auth.auth_device.as.number,long,extended,,,auth_device AS Number
8.7.0,true,cisco_duo,cisco_duo.auth.auth_device.as.organization.name,keyword,extended,,,Organization name.
8.7.0,true,cisco_duo,cisco_duo.auth.auth_device.geo.city_name,keyword,extended,,,City name.
8.7.0,true,cisco_duo,cisco_duo.auth.auth_device.geo.continent_name,keyword,extended,,,Name of the continent.
8.7.0,true,cisco_duo,cisco_duo.auth.auth_device.geo.country_iso_code,keyword,extended,,,Country ISO code.
8.7.0,true,cisco_duo,cisco_duo.auth.auth_device.geo.country_name,keyword,extended,,,Country name.
8.7.0,true,cisco_duo,cisco_duo.auth.auth_device.geo.location,geo_point,core,,,Longitude and latitude.
8.7.0,true,cisco_duo,cisco_duo.auth.auth_device.geo.region_iso_code,keyword,extended,,,Region ISO code.
8.7.0,true,cisco_duo,cisco_duo.auth.auth_device.geo.region_name,keyword,extended,,,Region name.
8.7.0,true,cisco_duo,cisco_duo.auth.auth_device.ip,ip,extended,,,The IP address of the authentication device.
8.7.0,true,cisco_duo,cisco_duo.auth.auth_device.location.city,keyword,extended,,,The city name of the authentication device using geoip location.
8.7.0,true,cisco_duo,cisco_duo.auth.auth_device.location.country,keyword,extended,,,The country of the authentication device using geoip location.
8.7.0,true,cisco_duo,cisco_duo.auth.auth_device.location.state,keyword,extended,,,The state name of the authentication device using geoip location.
8.7.0,true,cisco_duo,cisco_duo.auth.auth_device.name,keyword,extended,,,The name of the authentication device.
8.7.0,true,cisco_duo,cisco_duo.auth.email,keyword,extended,,,"The email address of the user, if known to Duo, otherwise none."
8.7.0,true,cisco_duo,cisco_duo.auth.event_type,keyword,extended,,,The type of activity logged.
8.7.0,true,cisco_duo,cisco_duo.auth.factor,keyword,extended,,,The authentication factor.
8.7.0,true,cisco_duo,cisco_duo.auth.geo_mismatch,boolean,extended,,,True when auth_device.geo.state != access_device.geo.state. indicates a potential security issue.
8.7.0,true,cisco_duo,cisco_duo.auth.ood_software,keyword,extended,,,"If authentication was denied due to out-of-date software, shows the name of the software."
8.7.0,true,cisco_duo,cisco_duo.auth.reason,keyword,extended,,,Provide the reason for the authentication attempt result.
8.7.0,true,cisco_duo,cisco_duo.auth.result,keyword,extended,,,The result of the authentication attempt.
8.7.0,true,cisco_duo,cisco_duo.auth.trusted_endpoint_status,keyword,extended,,,Status of Trusted Endpoint.
8.7.0,true,cisco_duo,cisco_duo.auth.txid,keyword,extended,,,The transaction ID of the event.
8.7.0,true,client,client.address,keyword,extended,,,Client network address.
8.7.0,true,client,client.as.number,long,extended,,15169,Unique number allocated to the autonomous system.
8.7.0,true,client,client.as.organization.name,keyword,extended,,Google LLC,Organization name.
8.7.0,true,client,client.as.organization.name.text,match_only_text,extended,,Google LLC,Organization name.
8.7.0,true,client,client.bytes,long,core,,184,Bytes sent from the client to the server.
8.7.0,true,client,client.domain,keyword,core,,foo.example.com,The domain name of the client.
8.7.0,true,client,client.geo.city_name,keyword,core,,Montreal,City name.
8.7.0,true,client,client.geo.continent_code,keyword,core,,NA,Continent code.
8.7.0,true,client,client.geo.continent_name,keyword,core,,North America,Name of the continent.
8.7.0,true,client,client.geo.country_iso_code,keyword,core,,CA,Country ISO code.
8.7.0,true,client,client.geo.country_name,keyword,core,,Canada,Country name.
8.7.0,true,client,client.geo.location,geo_point,core,,"{ ""lon"": -73.614830, ""lat"": 45.505918 }",Longitude and latitude.
8.7.0,true,client,client.geo.name,keyword,extended,,boston-dc,User-defined description of a location.
8.7.0,true,client,client.geo.postal_code,keyword,core,,94040,Postal code.
8.7.0,true,client,client.geo.region_iso_code,keyword,core,,CA-QC,Region ISO code.
8.7.0,true,client,client.geo.region_name,keyword,core,,Quebec,Region name.
8.7.0,true,client,client.geo.timezone,keyword,core,,America/Argentina/Buenos_Aires,Time zone.
8.7.0,true,client,client.ip,ip,core,,,IP address of the client.
8.7.0,true,client,client.mac,keyword,core,,00-00-5E-00-53-23,MAC address of the client.
8.7.0,true,client,client.nat.ip,ip,extended,,,Client NAT ip address
8.7.0,true,client,client.nat.port,long,extended,,,Client NAT port
8.7.0,true,client,client.packets,long,core,,12,Packets sent from the client to the server.
8.7.0,true,client,client.port,long,core,,,Port of the client.
8.7.0,true,client,client.registered_domain,keyword,extended,,example.com,"The highest registered client domain, stripped of the subdomain."
8.7.0,true,client,client.subdomain,keyword,extended,,east,The subdomain of the domain.
8.7.0,true,client,client.top_level_domain,keyword,extended,,co.uk,"The effective top level domain (com, org, net, co.uk)."
8.7.0,true,client,client.user.domain,keyword,extended,,,Name of the directory the user is a member of.
8.7.0,true,client,client.user.email,keyword,extended,,,User email address.
8.7.0,true,client,client.user.full_name,keyword,extended,,Albert Einstein,"User's full name, if available."
8.7.0,true,client,client.user.full_name.text,match_only_text,extended,,Albert Einstein,"User's full name, if available."
8.7.0,true,client,client.user.group.domain,keyword,extended,,,Name of the directory the group is a member of.
8.7.0,true,client,client.user.group.id,keyword,extended,,,Unique identifier for the group on the system/platform.
8.7.0,true,client,client.user.group.name,keyword,extended,,,Name of the group.
8.7.0,true,client,client.user.hash,keyword,extended,,,Unique user hash to correlate information for a user in anonymized form.
8.7.0,true,client,client.user.id,keyword,core,,S-1-5-21-202424912787-2692429404-2351956786-1000,Unique identifier of the user.
8.7.0,true,client,client.user.name,keyword,core,,a.einstein,Short name or login of the user.
8.7.0,true,client,client.user.name.text,match_only_text,core,,a.einstein,Short name or login of the user.
8.7.0,true,client,client.user.roles,keyword,extended,array,"[""kibana_admin"", ""reporting_user""]",Array of user roles at the time of the event.
8.7.0,true,cloud,cloud.account.id,keyword,extended,,666777888999,The cloud account or organization id.
8.7.0,true,cloud,cloud.account.name,keyword,extended,,elastic-dev,The cloud account name.
8.7.0,true,cloud,cloud.account.pl,integer,extended,,,Cloud Account Protection Level
8.7.0,true,cloud,cloud.availability_zone,keyword,extended,,us-east-1c,"Availability zone in which this host, resource, or service is located."
8.7.0,true,cloud,cloud.instance.id,keyword,extended,,i-1234567890abcdef0,Instance ID of the host machine.
8.7.0,true,cloud,cloud.instance.name,keyword,extended,,,Instance name of the host machine.
8.7.0,true,cloud,cloud.machine.type,keyword,extended,,t2.medium,Machine type of the host machine.
8.7.0,true,cloud,cloud.origin.account.id,keyword,extended,,666777888999,The cloud account or organization id.
8.7.0,true,cloud,cloud.origin.account.name,keyword,extended,,elastic-dev,The cloud account name.
8.7.0,true,cloud,cloud.origin.account.pl,integer,extended,,,Cloud Account Protection Level
8.7.0,true,cloud,cloud.origin.availability_zone,keyword,extended,,us-east-1c,"Availability zone in which this host, resource, or service is located."
8.7.0,true,cloud,cloud.origin.instance.id,keyword,extended,,i-1234567890abcdef0,Instance ID of the host machine.
8.7.0,true,cloud,cloud.origin.instance.name,keyword,extended,,,Instance name of the host machine.
8.7.0,true,cloud,cloud.origin.machine.type,keyword,extended,,t2.medium,Machine type of the host machine.
8.7.0,true,cloud,cloud.origin.project.id,keyword,extended,,my-project,The cloud project id.
8.7.0,true,cloud,cloud.origin.project.name,keyword,extended,,my project,The cloud project name.
8.7.0,true,cloud,cloud.origin.provider,keyword,extended,,aws,Name of the cloud provider.
8.7.0,true,cloud,cloud.origin.region,keyword,extended,,us-east-1,"Region in which this host, resource, or service is located."
8.7.0,true,cloud,cloud.origin.service.name,keyword,extended,,lambda,The cloud service name.
8.7.0,true,cloud,cloud.project.id,keyword,extended,,my-project,The cloud project id.
8.7.0,true,cloud,cloud.project.name,keyword,extended,,my project,The cloud project name.
8.7.0,true,cloud,cloud.provider,keyword,extended,,aws,Name of the cloud provider.
8.7.0,true,cloud,cloud.region,keyword,extended,,us-east-1,"Region in which this host, resource, or service is located."
8.7.0,true,cloud,cloud.service.name,keyword,extended,,lambda,The cloud service name.
8.7.0,true,cloud,cloud.target.account.id,keyword,extended,,666777888999,The cloud account or organization id.
8.7.0,true,cloud,cloud.target.account.name,keyword,extended,,elastic-dev,The cloud account name.
8.7.0,true,cloud,cloud.target.account.pl,integer,extended,,,Cloud Account Protection Level
8.7.0,true,cloud,cloud.target.availability_zone,keyword,extended,,us-east-1c,"Availability zone in which this host, resource, or service is located."
8.7.0,true,cloud,cloud.target.instance.id,keyword,extended,,i-1234567890abcdef0,Instance ID of the host machine.
8.7.0,true,cloud,cloud.target.instance.name,keyword,extended,,,Instance name of the host machine.
8.7.0,true,cloud,cloud.target.machine.type,keyword,extended,,t2.medium,Machine type of the host machine.
8.7.0,true,cloud,cloud.target.project.id,keyword,extended,,my-project,The cloud project id.
8.7.0,true,cloud,cloud.target.project.name,keyword,extended,,my project,The cloud project name.
8.7.0,true,cloud,cloud.target.provider,keyword,extended,,aws,Name of the cloud provider.
8.7.0,true,cloud,cloud.target.region,keyword,extended,,us-east-1,"Region in which this host, resource, or service is located."
8.7.0,true,cloud,cloud.target.service.name,keyword,extended,,lambda,The cloud service name.
8.7.0,true,container,container.cpu.usage,scaled_float,extended,,,"Percent CPU used, between 0 and 1."
8.7.0,true,container,container.disk.read.bytes,long,extended,,,The number of bytes read by all disks.
8.7.0,true,container,container.disk.write.bytes,long,extended,,,The number of bytes written on all disks.
8.7.0,true,container,container.id,keyword,core,,,Unique container id.
8.7.0,true,container,container.image.hash.all,keyword,extended,array,[sha256:f8fefc80e3273dc756f288a63945820d6476ad64883892c771b5e2ece6bf1b26],An array of digests of the image the container was built on.
8.7.0,true,container,container.image.name,keyword,extended,,,Name of the image the container was built on.
8.7.0,true,container,container.image.tag,keyword,extended,array,,Container image tags.
8.7.0,true,container,container.labels,object,extended,,,Image labels.
8.7.0,true,container,container.log.tag,keyword,extended,,,User defined tag of a container. Originates from the Docker journald logging driver.
8.7.0,true,container,container.memory.usage,scaled_float,extended,,,"Percent memory used, between 0 and 1."
8.7.0,true,container,container.name,keyword,extended,,,Container name.
8.7.0,true,container,container.network.egress.bytes,long,extended,,,The number of bytes sent on all network interfaces.
8.7.0,true,container,container.network.ingress.bytes,long,extended,,,The number of bytes received on all network interfaces.
8.7.0,true,container,container.runtime,keyword,extended,,docker,Runtime managing this container.
8.7.0,true,data_stream,data_stream.dataset,constant_keyword,extended,,nginx.access,The field can contain anything that makes sense to signify the source of the data.
8.7.0,true,data_stream,data_stream.namespace,constant_keyword,extended,,production,A user defined namespace. Namespaces are useful to allow grouping of data.
8.7.0,true,data_stream,data_stream.type,constant_keyword,extended,,logs,An overarching type for the data stream.
8.7.0,true,destination,destination.address,keyword,extended,,,Destination network address.
8.7.0,true,destination,destination.as.number,long,extended,,15169,Unique number allocated to the autonomous system.
8.7.0,true,destination,destination.as.organization.name,keyword,extended,,Google LLC,Organization name.
8.7.0,true,destination,destination.as.organization.name.text,match_only_text,extended,,Google LLC,Organization name.
8.7.0,true,destination,destination.bytes,long,core,,184,Bytes sent from the destination to the source.
8.7.0,true,destination,destination.domain,keyword,core,,foo.example.com,The domain name of the destination.
